meanfreq;sd;median;Q25;Q75;IQR;skew;kurt;label
0.066008740387572;0.0673100287952527;0.040228734810579;0.0194138670478914;0.0926661901358113;0.0732523230879199;22.4232853628204;634.613854542068;1
0.151228091724635;0.0721105872627985;0.158011187072716;0.0965817277812306;0.207955251709136;0.111373523927906;1.23283127554372;4.17729621025317;1
0.132786407306188;0.0795568659729794;0.119089848308051;0.0679579929988331;0.209591598599767;0.141633605600933;1.93256243208397;8.30889503672364;1
0.160514332166817;0.0767668848761485;0.144336775218427;0.110532168387609;0.231961874503574;0.121429706115965;1.39715636508704;4.76661069503212;1
0.134328777309825;0.0803500276143771;0.121451346893898;0.0755799890049478;0.201957119296317;0.126377130291369;1.19036844433836;4.78730983303407;1
0.138550521389033;0.0770539929982884;0.127526595744681;0.087313829787234;0.202739361702128;0.115425531914894;1.62676986679461;6.29136507870849;1
0.181225459373767;0.0600420545194889;0.190953206239168;0.128838821490468;0.229532062391681;0.100693240901213;1.36943045758527;5.47559978801453;1
0.174272105181833;0.0694110453235828;0.190874106652007;0.115601979109401;0.228279274326553;0.112677295217152;4.48503835015822;61.7649083141473;1
0.171246971349986;0.074871569699177;0.152806652806653;0.122390852390852;0.243617463617464;0.121226611226611;3.20716982695899;25.765564944839;1
0.173631376053858;0.073351512008514;0.153568557391693;0.12368021438142;0.244234033050469;0.120553818669049;2.80497488480386;20.8575431560588;1
0.181015393833521;0.0743693038331353;0.169298813376483;0.128673139158576;0.254174757281553;0.125501618122977;2.58732453355436;12.2814319226622;1
0.170212797508261;0.0751049460722898;0.1460529986053;0.123988842398884;0.250125523012552;0.126136680613668;2.81679291835158;13.7645822009404;1
0.164699838046527;0.07536177235918;0.147018469656992;0.118698328935796;0.240474934036939;0.121776605101143;4.20860840517055;43.6818854251652;1
0.169021003926254;0.0717781520946695;0.143168482816429;0.12580050293378;0.248315171835708;0.122514668901928;3.07927339517432;14.3402988428128;1
0.180527821446414;0.0708669980737599;0.142385321100917;0.12954128440367;0.252477064220184;0.122935779816514;2.79996894420966;12.1903605225796;1
0.166659498779566;0.075961167558551;0.142781456953642;0.122075055187638;0.245077262693157;0.123002207505519;3.28184796412453;16.6194816902798;1
0.174825733261765;0.0715328311457178;0.146470588235294;0.123529411764706;0.247058823529412;0.123529411764706;2.57673204167683;10.1101248635807;1
0.159530491241504;0.0752731037758217;0.146853146853147;0.121398601398601;0.239370629370629;0.117972027972028;1.99350051635909;6.87035117730035;1
0.172436385879824;0.0715045425033091;0.145620437956204;0.132846715328467;0.252408759124088;0.11956204379562;4.50444054120607;31.0784170212519;1
0.170209847645069;0.0720230083476475;0.146003898635478;0.128810916179337;0.24588693957115;0.117076023391813;2.74595133817315;11.7842974325439;1
0.146886153673949;0.0681608164090999;0.121466749533872;0.0971037911746426;0.213349906774394;0.116246115599751;2.60339414672349;13.2658509847965;1
0.15369186058473;0.0664958590051702;0.145158831003812;0.0990851334180432;0.21151207115629;0.112426937738246;2.35259390850293;13.9079320272048;1
0.148281382593677;0.0681171836825027;0.129892780557541;0.094867762687634;0.200343102215868;0.105475339528234;3.26847494565386;22.8964449095253;1
0.163643181592107;0.0700307165058564;0.144121110176619;0.110681244743482;0.227485281749369;0.116804037005887;1.69952875409686;7.62875603602875;1
0.137892820110534;0.0724206626991024;0.119852398523985;0.0865313653136531;0.20070110701107;0.114169741697417;2.01099330245147;10.2620740441014;1
0.135052913878465;0.0720951469733061;0.112927012791573;0.0876448457486832;0.200361173814898;0.112716328066215;3.42177943711039;19.133217298205;1
0.141280115203801;0.0744040482139112;0.134206170052671;0.090594431903687;0.202046651617758;0.111452219714071;2.05255065694371;10.9413056776317;1
0.145640704681931;0.0770064086929372;0.137947214076246;0.0878592375366569;0.211847507331378;0.123988269794721;2.11148056512312;11.535716113987;1
0.1216833625632;0.0868501117349966;0.118237045860631;0.0306849315068493;0.215294818344253;0.184609886837403;2.06232405611288;8.46557351258193;1
0.100399417117533;0.0728345701003321;0.0817251755265797;0.0440922768304915;0.144353059177533;0.100260782347041;0.529583803021651;2.06845549084691;1
0.143486162153973;0.0702754867948053;0.123868797308663;0.101732548359966;0.211236333052986;0.109503784693019;1.79319973398601;6.66153340160363;1
0.145532381420409;0.0878640432205773;0.129720597790773;0.0889668615984405;0.233788174139051;0.144821312540611;1.45879883710548;5.01037936581563;1
0.142961232796001;0.0831068991458666;0.129292351679771;0.0980700500357398;0.228162973552538;0.130092923516798;1.8311675750313;7.15876510369278;1
0.167334035283754;0.0471777270724341;0.161802154750245;0.135475024485798;0.180724779627816;0.0452497551420176;3.96190836177922;24.4196217902512;1
0.185098438684619;0.0542894418494253;0.176771888028588;0.146420488385944;0.216628945801072;0.0702084574151281;1.60173918007492;5.22378633231316;1
0.171093501653115;0.0612867349981597;0.148691380080393;0.125556051808843;0.233479231799911;0.107923179991067;2.78959335289853;13.5375145580191;1
0.20083014539431;0.0530662165930793;0.210058873002523;0.185332211942809;0.236198486122792;0.0508662741799832;1.8409014437451;6.00680090852534;1
0.190324562906176;0.051695723784456;0.19141041931385;0.156899618805591;0.220584498094028;0.0636848792884371;1.46185880599714;5.36031892746946;1
0.184354869291192;0.0554939410737674;0.183430656934307;0.150900243309002;0.226350364963504;0.0754501216545012;1.58801385845839;8.99004820263446;1
0.175681867819703;0.0555240942410045;0.173151025481666;0.148266003729024;0.215090118085768;0.0668241143567433;1.75985294357146;6.47136396714154;1
0.182630135265638;0.0489745492411649;0.17661800486618;0.152603406326034;0.20948905109489;0.0568856447688564;1.62857886577027;5.58683713796005;1
0.191310915373492;0.0571228135883435;0.2087747957993;0.139673278879813;0.235239206534422;0.0955659276546091;6.99504548177362;112.647988386108;1
0.19146168226457;0.0518621796858627;0.202495126705653;0.153190383365822;0.22869395711501;0.0755035737491878;4.19650954831034;45.8641606224434;1
0.194920924758581;0.056284804311077;0.208430493273543;0.148161434977578;0.242331838565022;0.0941704035874439;6.98366748747539;116.959309328753;1
0.193588997357512;0.0523506508413738;0.201535947712418;0.163790849673203;0.23562091503268;0.0718300653594771;5.41771276289735;66.0911654025609;1
0.198778045933157;0.0567545099137563;0.210615835777126;0.159706744868035;0.241612903225806;0.0819061583577713;6.23033476717346;85.9967916195863;1
0.117777702907523;0.0795275665536098;0.111176470588235;0.0467352941176471;0.196823529411765;0.150088235294118;23.538061444201;671.834241093003;1
0.107009363802203;0.0813125481443763;0.102787509520183;0.0251637471439452;0.188941355674029;0.163777608530084;24.7051184959792;714.696894897098;1
0.082525587877358;0.0809178670064596;0.0612449098312973;0.00830715532286213;0.129656777196044;0.121349621873182;15.8910015965496;402.932610188996;1
0.0967252773068593;0.0837995439343094;0.0868586387434555;0.0175916230366492;0.173167539267016;0.155575916230366;20.3071463551945;577.369776172301;1
0.106860842234369;0.0869554509495395;0.100670859538784;0.0140880503144654;0.191949685534591;0.177861635220126;23.8604452299705;615.527391194866;1
0.169505758654395;0.0669304039688091;0.140970537261698;0.124471403812825;0.24263431542461;0.118162911611785;2.38467152150124;10.2399484285642;1
0.160925334939986;0.0686265527417239;0.173488914819137;0.0988331388564761;0.2112252042007;0.112392065344224;2.67033497020842;12.8959969123006;1
0.177427698163886;0.0678549794930704;0.163195266272189;0.121222879684418;0.246311637080868;0.12508875739645;1.85887734025218;6.62125783558383;1
0.179028925506793;0.0653684977028851;0.164453524004086;0.126414708886619;0.247681307456588;0.121266598569969;2.14188048229905;8.4931028503987;1
0.173756783156937;0.0650387286628494;0.166648793565684;0.117104557640751;0.241215370866845;0.124110813226095;2.15601834731694;7.98053123313951;1
0.169352533150399;0.0681677467244382;0.142836710369488;0.11580452920143;0.239284862932062;0.123480333730632;2.0387446615484;7.54650743108177;1
0.116779075319319;0.0856950722182776;0.131991525423729;0.0258050847457627;0.166101694915254;0.140296610169492;23.359828455694;595.74437396886;1
0.13109972671267;0.0789649427764741;0.149948006932409;0.0972963604852686;0.176880415944541;0.0795840554592721;25.3933595651196;710.135871400981;1
0.107129882779082;0.084279163420865;0.0953552859618718;0.0288734835355286;0.172512998266898;0.143639514731369;23.9878387583179;658.305024069232;1
0.174842857480973;0.0666362711264756;0.191033138401559;0.107888239116309;0.226692657569851;0.118804418453541;12.5685423607785;274.05084173816;1
0.162515084965328;0.0762692214574447;0.172964728312679;0.0894184938036225;0.239428026692088;0.150009532888465;17.7501460595731;392.954343783687;1
0.16770512824471;0.0707744621244844;0.179442119944212;0.097629009762901;0.231771269177127;0.134142259414226;17.9484878211949;416.183638199693;1
0.166402126485309;0.0765851936005052;0.172627118644068;0.0875;0.240847457627119;0.153347457627119;15.8621836197209;307.035081770187;1
0.160199487020457;0.0703174936337449;0.165680473372781;0.0936094674556213;0.227534516765286;0.133925049309665;16.4959549944204;331.371838383504;1
0.208676974733148;0.0526983199370406;0.226468135795116;0.175270994639666;0.249815366289458;0.0745443716497915;2.08208152002396;7.89826974333294;1
0.211484996090081;0.0538705784109675;0.232935153583618;0.160665529010239;0.253839590443686;0.0931740614334471;2.28452444821314;10.1889578783693;1
0.107825210798537;0.0804074750899027;0.100790580319596;0.0308494533221194;0.181093355761144;0.150243902439024;2.02954163716265;8.70901807082844;1
0.113203353346107;0.0779583955366939;0.102393617021277;0.0431914893617021;0.187287234042553;0.144095744680851;1.70125376585206;6.86310192333355;1
0.115618687964896;0.0770599789932134;0.102809265648103;0.0502316412025628;0.188920650566782;0.138689009364219;2.05325058409032;8.19079078780836;1
0.119213317289534;0.0782857219857104;0.103415409054805;0.0538204924543288;0.189483717235902;0.135663224781573;1.98550957970498;8.39424800487118;1
0.108456020993145;0.0794891943253008;0.10058651026393;0.0351026392961877;0.180234604105572;0.145131964809384;2.21399295245348;10.4475335576475;1
0.145026456307478;0.0840383869300821;0.144606181455633;0.095752741774676;0.220538384845464;0.124785643070788;28.4502502059429;992.93382037639;1
0.0979150602667037;0.0855082540635867;0.0781534090909091;0.0178977272727273;0.190511363636364;0.172613636363636;22.7848826706846;656.490604696967;1
0.135724314678511;0.0910429028335882;0.128635147190009;0.0464585191793042;0.224049955396967;0.177591436217663;22.8510281825543;611.303524084064;1
0.112636548671498;0.0859172769336521;0.103882978723404;0.0243882978723404;0.196595744680851;0.172207446808511;28.2016164338758;897.422258002562;1
0.113287650001159;0.0844854385689976;0.104602272727273;0.0238636363636364;0.196079545454545;0.172215909090909;27.1035282084915;827.567130500804;1
0.174297911624108;0.0726228333700875;0.178299845440495;0.103647604327666;0.246027820710974;0.142380216383308;15.55340373879;331.377479994968;1
0.165807663102934;0.0698510297024393;0.176139793486894;0.0974106433677522;0.221509134233519;0.124098490865766;17.6878967477418;415.882462380626;1
0.170310011068915;0.0730884347380211;0.176289707750953;0.0921473951715375;0.239618805590851;0.147471410419314;18.9694987096601;460.261249906528;1
0.16174072414711;0.0719707954918673;0.166712243629584;0.0911870727159727;0.229533871970168;0.138346799254195;22.4976082710918;623.563095577111;1
0.169875811248513;0.0733460743533454;0.180587768069897;0.0936298649722001;0.237966640190627;0.144336775218427;17.0040886553668;394.969506434685;1
0.168957754136657;0.0720754643429245;0.196720686367969;0.110772163965682;0.225014299332698;0.114242135367016;2.76516780862576;16.4298212793616;1
